person_id,tax_code,first_name,last_name,birth_year,birth_month,birth_day,sex,city,zip,province,region,job,education,marital_status,phone,email,annual_income_k,income_bracket
2929,SRRSFO07M64L219,Sofia,Serra,2007,8,24,F,Torino,10122,TO,Piemonte,Studente,Diploma,Celibe_Nubile,0444837504,sofia.serra87@libero.it,6,<15k
1451,SRTDVD70H22H501,Davide,Sartori,1970,6,22,M,Roma,00141,RM,Lazio,Disoccupato,Licenza_Media,Divorziato_a,0207220321,davide.sartori10@libero.it,17,15k-30k
4198,RMNNGL40E12H703,Angelo,Romano,1940,5,12,M,Salerno,84125,SA,Campania,Pensionato,Diploma,Vedovo_a,0755745746,angelo.romano87@gmail.com,28,15k-30k
2189,GRCSVT41C24L219,Salvatore,Greco,1941,3,24,M,Torino,10124,TO,Piemonte,Pensionato,Diploma,Divorziato_a,0765825742,salvatore.greco66@libero.it,18,15k-30k
1720,RCCBRC61D51H501,Beatrice,Ricci,1961,4,11,F,Roma,00121,RM,Lazio,Operaio,Licenza_Media,Vedovo_a,0507124216,beatrice.ricci1@libero.it,49,30k-50k
2850,RSSNRC64M21F839,Enrico,Rossi,1964,8,21,M,Napoli,80132,NA,Campania,Operaio,Diploma,Coniugato_a,0475912753,enrico.rossi37@libero.it,26,15k-30k
4237,PLLPTR00D21F839,Pietro,Pellegrini,2000,4,21,M,Napoli,80132,NA,Campania,Operaio,Diploma,Coniugato_a,0115284107,pietro.pellegrini34@gmail.com,24,15k-30k
7347,RCCMTN01B47F839,Martina,Ricci,2001,2,7,F,Napoli,80132,NA,Campania,Disoccupato,Diploma,Coniugato_a,0216724924,martina.ricci42@gmail.com,7,<15k
3308,SPSFRC61R54H501,Federica,Esposito,1961,10,14,F,Roma,00136,RM,Lazio,Disoccupato,Diploma,Vedovo_a,0714629148,federica.esposito97@gmail.com,5,<15k
69,FRRFBA95T05H703,Fabio,Ferrari,1995,12,5,M,Salerno,84122,SA,Campania,Studente,Diploma,Celibe_Nubile,0575095555,fabio.ferrari87@gmail.com,7,<15k
2447,DLCNRC79M19H501,Enrico,De Luca,1979,8,19,M,Roma,00141,RM,Lazio,Operaio,Licenza_Media,Celibe_Nubile,0746109899,enrico.deluca91@gmail.com,24,15k-30k
3524,RSSSRA97T46H501,Sara,Russo,1997,12,6,F,Roma,00136,RM,Lazio,Disoccupato,Diploma,Celibe_Nubile,0484703788,sara.russo24@gmail.com,11,<15k
1940,MRTGLC66A12F839,Gianluca,Martinelli,1966,1,12,M,Napoli,80131,NA,Campania,Dirigente,Laurea_Triennale,Coniugato_a,0557974716,gianluca.martinelli20@gmail.com,43,30k-50k
3105,CTTGPP72E17H501,Giuseppe,Cattaneo,1972,5,17,M,Roma,00121,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0125908133,giuseppe.cattaneo10@libero.it,21,15k-30k
789,VTLLSE64E54F205,Elisa,Vitale,1964,5,14,F,Milano,20125,MI,Lombardia,Operaio,Diploma,Coniugato_a,0571115332,elisa.vitale75@libero.it,9,<15k
5636,MRTSFN97C14H501,Stefano,Moretti,1997,3,14,M,Roma,00141,RM,Lazio,Studente,Laurea_Triennale,Coniugato_a,0973193894,stefano.moretti20@gmail.com,12,<15k
381,RSSMSM88L04F839,Massimo,Russo,1988,7,4,M,Napoli,80121,NA,Campania,Operaio,Diploma,Celibe_Nubile,0376694116,massimo.russo76@libero.it,15,15k-30k
3580,CNTFNC02R41H501,Francesca,Conti,2002,10,1,F,Roma,00100,RM,Lazio,Studente,Diploma,Celibe_Nubile,0656500326,francesca.conti48@libero.it,12,<15k
3813,RCCVNT60L60F205,Valentina,Ricci,1960,7,20,F,Milano,20122,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0799078990,valentina.ricci86@libero.it,18,15k-30k
6270,PLMGNN63M58L219,Giovanna,Palumbo,1963,8,18,F,Torino,10121,TO,Piemonte,Dirigente,Laurea_Magistrale,Coniugato_a,0959212019,giovanna.palumbo72@libero.it,101,>50k
7392,FRRDNL64A26H501,Daniele,Ferrari,1964,1,26,M,Roma,00118,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0124343876,daniele.ferrari9@libero.it,66,>50k
4581,MRNPLA08M09F839,Paolo,Marino,2008,8,9,M,Napoli,80121,NA,Campania,Studente,Laurea_Triennale,Celibe_Nubile,0706715403,paolo.marino82@libero.it,11,<15k
496,MSSFBA02C12F205,Fabio,Messina,2002,3,12,M,Milano,20125,MI,Lombardia,Studente,Laurea_Triennale,Celibe_Nubile,0108518469,fabio.messina34@libero.it,9,<15k
6825,MSSLRA77S52H501,Laura,Messina,1977,11,12,F,Roma,00136,RM,Lazio,Operaio,Diploma,Divorziato_a,0173045172,laura.messina20@gmail.com,28,15k-30k
2440,BRBMNC65L68F839,Monica,Barbieri,1965,7,28,F,Napoli,80123,NA,Campania,Operaio,Diploma,Coniugato_a,0585492678,monica.barbieri44@gmail.com,21,15k-30k
3896,RMNLNZ81M25H501,Lorenzo,Romano,1981,8,25,M,Roma,00100,RM,Lazio,Dirigente,Laurea_Magistrale,Coniugato_a,0361292659,lorenzo.romano11@gmail.com,93,>50k
908,RMNMHL91D59F205,Michela,Romano,1991,4,19,F,Milano,20121,MI,Lombardia,Disoccupato,Licenza_Media,Coniugato_a,0946408143,michela.romano32@gmail.com,7,<15k
1174,SLVFRC88P16F205,Federico,Silvestri,1988,9,16,M,Milano,20121,MI,Lombardia,Operaio,Diploma,Celibe_Nubile,0744538427,federico.silvestri78@libero.it,15,15k-30k
1163,LMBLSE89A67L219,Elisa,Lombardi,1989,1,27,F,Torino,10125,TO,Piemonte,Disoccupato,Licenza_Media,Coniugato_a,0485866841,elisa.lombardi10@libero.it,10,<15k
6074,MRNRRT74M58F205,Roberta,Marini,1974,8,18,F,Milano,20125,MI,Lombardia,Disoccupato,Licenza_Media,Coniugato_a,0342460462,roberta.marini53@libero.it,12,<15k
19,PLMMLE01T15H501,Emilio,Palumbo,2001,12,15,M,Roma,00136,RM,Lazio,Operaio,Licenza_Media,Celibe_Nubile,0215298152,emilio.palumbo86@gmail.com,23,15k-30k
7488,FBBSRA46T52H501,Sara,Fabbri,1946,12,12,F,Roma,00118,RM,Lazio,Pensionato,Diploma,Vedovo_a,0101339331,sara.fabbri84@gmail.com,37,30k-50k
1652,PLLGLI51E62F205,Giulia,Pellegrini,1951,5,22,F,Milano,20125,MI,Lombardia,Pensionato,Licenza_Media,Coniugato_a,0625473286,giulia.pellegrini28@libero.it,15,15k-30k
5378,GRDMSM90C10F205,Massimo,Giordano,1990,3,10,M,Milano,20123,MI,Lombardia,Dirigente,Laurea_Triennale,Coniugato_a,0274690847,massimo.giordano63@gmail.com,53,>50k
3649,NPLGNN73M58F839,Giovanna,Napolitano,1973,8,18,F,Napoli,80131,NA,Campania,Dirigente,Diploma,Coniugato_a,0234580485,giovanna.napolitano24@gmail.com,103,>50k
3767,RCCLNZ67T48H501,Lorenza,Ricci,1967,12,8,F,Roma,00118,RM,Lazio,Disoccupato,Diploma,Coniugato_a,0709985980,lorenza.ricci91@gmail.com,26,15k-30k
3265,SLVNDR84A23H501,Andrea,Silvestri,1984,1,23,M,Roma,00121,RM,Lazio,Operaio,Diploma,Coniugato_a,0882043877,andrea.silvestri7@gmail.com,103,>50k
239,LNEGRG99A26L219,Giorgio,Leone,1999,1,26,M,Torino,10125,TO,Piemonte,Studente,Laurea_Triennale,Coniugato_a,0867653694,giorgio.leone67@libero.it,12,<15k
3076,PLLLSE03A67F839,Elisa,Pellegrini,2003,1,27,F,Napoli,80123,NA,Campania,Disoccupato,Laurea_Triennale,Celibe_Nubile,0741172281,elisa.pellegrini20@gmail.com,27,15k-30k
960,BNCCML78C61F839,Carmela,Bianchi,1978,3,21,F,Napoli,80131,NA,Campania,Operaio,Laurea_Triennale,Coniugato_a,0594384821,carmela.bianchi87@gmail.com,25,15k-30k
4714,PGNRCR61M17H501,Riccardo,Pagano,1961,8,17,M,Roma,00121,RM,Lazio,Dirigente,Laurea_Magistrale,Coniugato_a,0774632521,riccardo.pagano99@libero.it,90,>50k
2517,FNTSMN66E58F839,Simona,Fontana,1966,5,18,F,Napoli,80132,NA,Campania,Dirigente,Laurea_Magistrale,Divorziato_a,0394081468,simona.fontana5@gmail.com,58,>50k
6160,MRTCHR01B53L219,Chiara,Moretti,2001,2,13,F,Torino,10125,TO,Piemonte,Studente,Diploma,Coniugato_a,0757579084,chiara.moretti97@gmail.com,22,15k-30k
5614,PGNLRT92T20F839,Alberto,Pagano,1992,12,20,M,Napoli,80122,NA,Campania,Operaio,Diploma,Celibe_Nubile,0665844724,alberto.pagano77@gmail.com,12,<15k
786,PLMSLV91T51F205,Silvia,Palumbo,1991,12,11,F,Milano,20124,MI,Lombardia,Disoccupato,Licenza_Media,Coniugato_a,0111121083,silvia.palumbo27@libero.it,11,<15k
6993,FRRLNZ82L03L219,Lorenzo,Ferrari,1982,7,3,M,Torino,10122,TO,Piemonte,Operaio,Licenza_Media,Divorziato_a,0289011648,lorenzo.ferrari31@libero.it,18,15k-30k
1811,BRNMSM63R17F205,Massimo,Bruno,1963,10,17,M,Milano,20123,MI,Lombardia,Dirigente,Diploma,Coniugato_a,0538674527,massimo.bruno53@gmail.com,46,30k-50k
308,MRTGPP41B16L219,Giuseppe,Martinelli,1941,2,16,M,Torino,10121,TO,Piemonte,Pensionato,Diploma,Vedovo_a,0665328525,giuseppe.martinelli44@libero.it,19,15k-30k
4147,CSTNDR66B14F205,Andrea,Costa,1966,2,14,M,Milano,20123,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0898573764,andrea.costa67@gmail.com,16,15k-30k
4523,MRNNTN69H20F839,Antonio,Marini,1969,6,20,M,Napoli,80123,NA,Campania,Operaio,Laurea_Triennale,Celibe_Nubile,0283398218,antonio.marini91@gmail.com,6,<15k
2197,MRTMRA01M18H501,Mario,Martinelli,2001,8,18,M,Roma,00100,RM,Lazio,Operaio,Diploma,Celibe_Nubile,0956793593,mario.martinelli15@gmail.com,19,15k-30k
1554,LMBPLA07B57H501,Paola,Lombardi,2007,2,17,F,Roma,00121,RM,Lazio,Studente,Laurea_Triennale,Celibe_Nubile,0117502047,paola.lombardi3@libero.it,19,15k-30k
2034,SPSLRT78B12F839,Alberto,Esposito,1978,2,12,M,Napoli,80131,NA,Campania,Operaio,Diploma,Coniugato_a,0276953915,alberto.esposito52@libero.it,10,<15k
3742,PLMLCU64E28H501,Luca,Palumbo,1964,5,28,M,Roma,00141,RM,Lazio,Operaio,Licenza_Media,Separato_a,0481375343,luca.palumbo45@libero.it,32,30k-50k
7449,CSTLRT48L22F205,Alberto,Costa,1948,7,22,M,Milano,20125,MI,Lombardia,Pensionato,Diploma,Coniugato_a,0262978668,alberto.costa94@gmail.com,22,15k-30k
2252,MRTFRC40D06L219,Federico,Martini,1940,4,6,M,Torino,10121,TO,Piemonte,Pensionato,Diploma,Coniugato_a,0606466842,federico.martini42@libero.it,42,30k-50k
7416,PLLFRC62S52F205,Federica,Pellegrini,1962,11,12,F,Milano,20123,MI,Lombardia,Pensionato,Licenza_Media,Coniugato_a,0592432677,federica.pellegrini89@libero.it,41,30k-50k
3937,LNECLD69H26F205,Claudio,Leone,1969,6,26,M,Milano,20123,MI,Lombardia,Dirigente,Laurea_Triennale,Coniugato_a,0271519777,claudio.leone35@gmail.com,45,30k-50k
1385,PLMPLA72S03F205,Paolo,Palumbo,1972,11,3,M,Milano,20125,MI,Lombardia,Disoccupato,Licenza_Media,Coniugato_a,0928833833,paolo.palumbo44@gmail.com,14,<15k
1954,CRSLRT99A19F839,Alberto,Caruso,1999,1,19,M,Napoli,80121,NA,Campania,Studente,Laurea_Magistrale,Coniugato_a,0638765153,alberto.caruso15@gmail.com,17,15k-30k
1665,RSSMTT68R04F839,Matteo,Russo,1968,10,4,M,Napoli,80132,NA,Campania,Pensionato,Licenza_Media,Coniugato_a,0229708731,matteo.russo76@gmail.com,45,30k-50k
6990,PGNRSO93L62F205,Rosa,Pagano,1993,7,22,F,Milano,20122,MI,Lombardia,Operaio,Licenza_Media,Celibe_Nubile,0955409908,rosa.pagano23@libero.it,24,15k-30k
4705,GRDVCN58M10F205,Vincenzo,Giordano,1958,8,10,M,Milano,20124,MI,Lombardia,Pensionato,Licenza_Media,Divorziato_a,0419332894,vincenzo.giordano45@libero.it,22,15k-30k
2913,NPLCLD69S41H501,Claudia,Napolitano,1969,11,1,F,Roma,00121,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0216983215,claudia.napolitano31@libero.it,32,30k-50k
4270,SLVPLA97D22F205,Paolo,Silvestri,1997,4,22,M,Milano,20122,MI,Lombardia,Studente,Diploma,Coniugato_a,0416663314,paolo.silvestri71@gmail.com,8,<15k
3494,LNGNDR98P17H501,Andrea,Longo,1998,9,17,M,Roma,00136,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0102468506,andrea.longo81@libero.it,20,15k-30k
2423,CSTNRC04D03F205,Enrico,Costa,2004,4,3,M,Milano,20123,MI,Lombardia,Operaio,Diploma,Celibe_Nubile,0297883718,enrico.costa11@gmail.com,77,>50k
1078,FRRLRI96T62L219,Ilaria,Ferrari,1996,12,22,F,Torino,10122,TO,Piemonte,Operaio,Diploma,Celibe_Nubile,0194564913,ilaria.ferrari98@libero.it,24,15k-30k
4878,FNTMTT71S06F839,Matteo,Fontana,1971,11,6,M,Napoli,80122,NA,Campania,Dirigente,Diploma,Coniugato_a,0843589133,matteo.fontana59@libero.it,98,>50k
4022,LNENTN48C15F839,Antonio,Leone,1948,3,15,M,Napoli,80122,NA,Campania,Pensionato,Diploma,Coniugato_a,0452326367,antonio.leone11@gmail.com,21,15k-30k
4522,RSSSVT64D18H501,Salvatore,Russo,1964,4,18,M,Roma,00121,RM,Lazio,Dirigente,Laurea_Magistrale,Divorziato_a,0453041285,salvatore.russo75@gmail.com,110,>50k
6391,CLMNNA64B56H501,Anna,Colombo,1964,2,16,F,Roma,00136,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0534878454,anna.colombo11@gmail.com,46,30k-50k
1193,GLLCNZ97B58H703,Cinzia,Gallo,1997,2,18,F,Salerno,84123,SA,Campania,Operaio,Diploma,Coniugato_a,0553518914,cinzia.gallo74@libero.it,22,15k-30k
3297,PLLSMN97E19F839,Simone,Pellegrini,1997,5,19,M,Napoli,80132,NA,Campania,Studente,Diploma,Coniugato_a,0711846880,simone.pellegrini72@gmail.com,6,<15k
6816,SRRLNZ91L15L219,Lorenzo,Serra,1991,7,15,M,Torino,10121,TO,Piemonte,Disoccupato,Licenza_Media,Coniugato_a,0252487141,lorenzo.serra58@gmail.com,5,<15k
7499,LMBCRL84M18F205,Carlo,Lombardi,1984,8,18,M,Milano,20121,MI,Lombardia,Disoccupato,Diploma,Coniugato_a,0643506389,carlo.lombardi46@libero.it,7,<15k
1747,PLMBRN47M14H501,Bruno,Palumbo,1947,8,14,M,Roma,00141,RM,Lazio,Pensionato,Diploma,Coniugato_a,0693931394,bruno.palumbo65@gmail.com,27,15k-30k
2689,VLLSRN90R49H703,Serena,Villa,1990,10,9,F,Salerno,84121,SA,Campania,Disoccupato,Licenza_Media,Coniugato_a,0478141261,serena.villa70@libero.it,13,<15k
5885,MNCLCU61T21H501,Luca,Mancini,1961,12,21,M,Roma,00118,RM,Lazio,Pensionato,Diploma,Vedovo_a,0648860197,luca.mancini74@libero.it,20,15k-30k
4864,GLLSLV42C43F205,Silvia,Gallo,1942,3,3,F,Milano,20124,MI,Lombardia,Pensionato,Licenza_Media,Vedovo_a,0777001520,silvia.gallo26@libero.it,32,30k-50k
2673,MRTPLA47D15H501,Paolo,Martinelli,1947,4,15,M,Roma,00141,RM,Lazio,Pensionato,Diploma,Coniugato_a,0904536783,paolo.martinelli86@gmail.com,15,15k-30k
222,SLVLSE37M47H501,Elisa,Silvestri,1937,8,7,F,Roma,00121,RM,Lazio,Pensionato,Diploma,Coniugato_a,0995234304,elisa.silvestri79@gmail.com,15,15k-30k
6874,PGNFRC95C60H501,Federica,Pagano,1995,3,20,F,Roma,00136,RM,Lazio,Operaio,Diploma,Coniugato_a,0921220041,federica.pagano10@gmail.com,47,30k-50k
5848,LNEFPP67S16H501,Filippo,Leone,1967,11,16,M,Roma,00136,RM,Lazio,Disoccupato,Licenza_Media,Coniugato_a,0342593330,filippo.leone94@libero.it,27,15k-30k
1515,FNTFRC04M62F205,Federica,Fontana,2004,8,22,F,Milano,20122,MI,Lombardia,Operaio,Licenza_Media,Celibe_Nubile,0588085892,federica.fontana69@gmail.com,18,15k-30k
4704,FRRFBA58H23F839,Fabio,Ferrari,1958,6,23,M,Napoli,80131,NA,Campania,Pensionato,Diploma,Coniugato_a,0216944407,fabio.ferrari16@gmail.com,22,15k-30k
4652,SRRCLD64T57F839,Claudia,Serra,1964,12,17,F,Napoli,80121,NA,Campania,Dirigente,Laurea_Magistrale,Divorziato_a,0916683619,claudia.serra67@gmail.com,41,30k-50k
3612,FRRGLC02B17H501,Gianluca,Ferrari,2002,2,17,M,Roma,00141,RM,Lazio,Studente,Laurea_Triennale,Celibe_Nubile,0816653958,gianluca.ferrari54@gmail.com,14,<15k
2227,CLMCCT48H42F839,Concetta,Colombo,1948,6,2,F,Napoli,80131,NA,Campania,Pensionato,Licenza_Media,Coniugato_a,0612843327,concetta.colombo13@libero.it,21,15k-30k
835,MRNRRT06C20H501,Roberto,Marini,2006,3,20,M,Roma,00121,RM,Lazio,Disoccupato,Licenza_Media,Celibe_Nubile,0788946989,roberto.marini63@libero.it,11,<15k
5543,PLMRRT61M42H501,Roberta,Palumbo,1961,8,2,F,Roma,00121,RM,Lazio,Dirigente,Laurea_Triennale,Coniugato_a,0357506955,roberta.palumbo20@libero.it,47,30k-50k
1281,MRNSRN64R51F205,Serena,Marini,1964,10,11,F,Milano,20123,MI,Lombardia,Dirigente,Laurea_Magistrale,Coniugato_a,0118436719,serena.marini55@libero.it,57,>50k
2582,CNTFNC49T10H501,Francesco,Conti,1949,12,10,M,Roma,00100,RM,Lazio,Pensionato,Diploma,Coniugato_a,0418475453,francesco.conti31@gmail.com,28,15k-30k
2304,MRNLNE70S57H501,Elena,Marino,1970,11,17,F,Roma,00100,RM,Lazio,Dirigente,Laurea_Magistrale,Coniugato_a,0733314847,elena.marino85@gmail.com,34,30k-50k
4071,PLMSRN61E58L219,Serena,Palumbo,1961,5,18,F,Torino,10121,TO,Piemonte,Operaio,Licenza_Media,Coniugato_a,0791830793,serena.palumbo15@gmail.com,18,15k-30k
4746,RSSFBA04E15F205,Fabio,Russo,2004,5,15,M,Milano,20121,MI,Lombardia,Studente,Diploma,Celibe_Nubile,0397664670,fabio.russo31@libero.it,7,<15k
6483,GLLRSO43H46F839,Rosa,Gallo,1943,6,6,F,Napoli,80121,NA,Campania,Pensionato,Licenza_Media,Vedovo_a,0916522778,rosa.gallo36@libero.it,24,15k-30k
1002,MRTCLD49T10F205,Claudio,Moretti,1949,12,10,M,Milano,20122,MI,Lombardia,Pensionato,Laurea_Triennale,Vedovo_a,0754426595,claudio.moretti14@libero.it,29,15k-30k
7004,MRNDNL72A15F205,Daniele,Marini,1972,1,15,M,Milano,20123,MI,Lombardia,Dirigente,Laurea_Magistrale,Coniugato_a,0784072465,daniele.marini48@gmail.com,44,30k-50k
4157,MRTMLE81C22L219,Emilio,Martini,1981,3,22,M,Torino,10121,TO,Piemonte,Disoccupato,Laurea_Triennale,Celibe_Nubile,0951731757,emilio.martini70@libero.it,12,<15k
6075,FBBLCU99H22F205,Luca,Fabbri,1999,6,22,M,Milano,20124,MI,Lombardia,Studente,Diploma,Celibe_Nubile,0747628560,luca.fabbri13@libero.it,10,<15k
5385,CRSLSN36A08H501,Alessandro,Caruso,1936,1,8,M,Roma,00136,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0148129409,alessandro.caruso89@gmail.com,15,15k-30k
7198,MNCLCU98S21L219,Luca,Mancini,1998,11,21,M,Torino,10125,TO,Piemonte,Disoccupato,Diploma,Separato_a,0463556556,luca.mancini91@gmail.com,29,15k-30k
1400,RLNPLA63S68F839,Paola,Orlando,1963,11,28,F,Napoli,80131,NA,Campania,Pensionato,Diploma,Coniugato_a,0765322020,paola.orlando17@gmail.com,25,15k-30k
2206,SLVLNE78B65F205,Elena,Silvestri,1978,2,25,F,Milano,20125,MI,Lombardia,Dirigente,Laurea_Triennale,Coniugato_a,0626302510,elena.silvestri91@gmail.com,39,30k-50k
7183,LNGSVT01C12F205,Salvatore,Longo,2001,3,12,M,Milano,20124,MI,Lombardia,Disoccupato,Diploma,Coniugato_a,0792844846,salvatore.longo3@libero.it,29,15k-30k
5117,MNCMTT80C06L219,Matteo,Mancini,1980,3,6,M,Torino,10122,TO,Piemonte,Dirigente,Laurea_Magistrale,Divorziato_a,0276504900,matteo.mancini23@libero.it,35,30k-50k
3006,PLMCCT91A46H501,Concetta,Palumbo,1991,1,6,F,Roma,00121,RM,Lazio,Disoccupato,Diploma,Coniugato_a,0456959315,concetta.palumbo6@libero.it,11,<15k
1871,RSSGNN51T51H501,Giovanna,Rossi,1951,12,11,F,Roma,00121,RM,Lazio,Pensionato,Diploma,Coniugato_a,0878857444,giovanna.rossi60@gmail.com,29,15k-30k
3377,NPLLNZ40S18F205,Lorenzo,Napolitano,1940,11,18,M,Milano,20124,MI,Lombardia,Pensionato,Licenza_Media,Coniugato_a,0741931743,lorenzo.napolitano56@gmail.com,34,30k-50k
4362,SRTGPP02C10F205,Giuseppe,Sartori,2002,3,10,M,Milano,20125,MI,Lombardia,Studente,Laurea_Triennale,Celibe_Nubile,0593040613,giuseppe.sartori58@libero.it,11,<15k
5023,BRBFNC38T50H703,Francesca,Barbieri,1938,12,10,F,Salerno,84123,SA,Campania,Pensionato,Diploma,Vedovo_a,0836811259,francesca.barbieri44@libero.it,22,15k-30k
5838,PGNMLE90S21H501,Emilio,Pagano,1990,11,21,M,Roma,00121,RM,Lazio,Operaio,Licenza_Media,Coniugato_a,0697840439,emilio.pagano11@gmail.com,10,<15k
5719,FRRGRG86M11F839,Giorgio,Ferrari,1986,8,11,M,Napoli,80132,NA,Campania,Operaio,Licenza_Media,Divorziato_a,0224737335,giorgio.ferrari64@libero.it,39,30k-50k
5650,LNECLD08E61H501,Claudia,Leone,2008,5,21,F,Roma,00121,RM,Lazio,Studente,Diploma,Celibe_Nubile,0689079035,claudia.leone83@gmail.com,13,<15k
3333,LNGSRA03A54F205,Sara,Longo,2003,1,14,F,Milano,20125,MI,Lombardia,Studente,Laurea_Triennale,Celibe_Nubile,0597640230,sara.longo25@gmail.com,10,<15k
5495,GRCGLI39B60F205,Giulia,Greco,1939,2,20,F,Milano,20121,MI,Lombardia,Pensionato,Licenza_Media,Coniugato_a,0755973515,giulia.greco37@gmail.com,17,15k-30k
468,DLCTRS49H50F205,Teresa,De Luca,1949,6,10,F,Milano,20125,MI,Lombardia,Pensionato,Laurea_Triennale,Coniugato_a,0115877894,teresa.deluca66@gmail.com,24,15k-30k
4092,RCCMRC98B01H501,Marco,Ricci,1998,2,1,M,Roma,00118,RM,Lazio,Studente,Diploma,Celibe_Nubile,0398993833,marco.ricci78@libero.it,13,<15k
5365,SRTNTN94M13F205,Antonio,Sartori,1994,8,13,M,Milano,20124,MI,Lombardia,Studente,Laurea_Triennale,Coniugato_a,0694404115,antonio.sartori84@gmail.com,7,<15k
5099,RCCBRC64P60F205,Beatrice,Ricci,1964,9,20,F,Milano,20124,MI,Lombardia,Disoccupato,Diploma,Coniugato_a,0221261524,beatrice.ricci8@libero.it,13,<15k
5845,MNCMNC00T56L219,Monica,Mancini,2000,12,16,F,Torino,10124,TO,Piemonte,Studente,Diploma,Celibe_Nubile,0326366769,monica.mancini83@libero.it,14,<15k
5912,SPSNGL71A13H501,Angelo,Esposito,1971,1,13,M,Roma,00100,RM,Lazio,Pensionato,Licenza_Media,Coniugato_a,0924531280,angelo.esposito42@libero.it,26,15k-30k
6704,PLLPTR63L25H703,Pietro,Pellegrini,1963,7,25,M,Salerno,84124,SA,Campania,Pensionato,Laurea_Triennale,Celibe_Nubile,0905129382,pietro.pellegrini52@libero.it,16,15k-30k
2168,FRRLNE61B62H501,Elena,Ferrari,1961,2,22,F,Roma,00118,RM,Lazio,Pensionato,Licenza_Media,Vedovo_a,0201466436,elena.ferrari57@gmail.com,29,15k-30k
5407,CSTGNN73P56L219,Giovanna,Costa,1973,9,16,F,Torino,10125,TO,Piemonte,Dirigente,Laurea_Magistrale,Celibe_Nubile,0141439978,giovanna.costa57@gmail.com,33,30k-50k
3231,GLLFPP77A18H501,Filippo,Gallo,1977,1,18,M,Roma,00121,RM,Lazio,Dirigente,Laurea_Magistrale,Divorziato_a,0862640436,filippo.gallo94@gmail.com,15,15k-30k
2662,SPSFPP96B27H501,Filippo,Esposito,1996,2,27,M,Roma,00136,RM,Lazio,Operaio,Diploma,Coniugato_a,0467094633,filippo.esposito47@libero.it,18,15k-30k
6219,BNCTRS36D58H501,Teresa,Bianchi,1936,4,18,F,Roma,00100,RM,Lazio,Pensionato,Diploma,Coniugato_a,0409178840,teresa.bianchi59@gmail.com,20,15k-30k
2825,LNGFRC55L19L219,Federico,Longo,1955,7,19,M,Torino,10125,TO,Piemonte,Pensionato,Diploma,Divorziato_a,0603139212,federico.longo7@gmail.com,47,30k-50k
6010,LNGFRC56E25F839,Federico,Longo,1956,5,25,M,Napoli,80123,NA,Campania,Pensionato,Diploma,Vedovo_a,0517035151,federico.longo83@libero.it,15,15k-30k
6600,SRRMNC97C45L219,Monica,Serra,1997,3,5,F,Torino,10121,TO,Piemonte,Disoccupato,Licenza_Media,Celibe_Nubile,0872899165,monica.serra55@gmail.com,10,<15k
5128,BRNLSN41P04H501,Alessandro,Bruno,1941,9,4,M,Roma,00136,RM,Lazio,Pensionato,Diploma,Divorziato_a,0497037070,alessandro.bruno38@gmail.com,28,15k-30k
2716,PGNGPP55E24F205,Giuseppe,Pagano,1955,5,24,M,Milano,20121,MI,Lombardia,Pensionato,Licenza_Media,Vedovo_a,0593600655,giuseppe.pagano75@libero.it,102,>50k
3961,MTALSN72R22L219,Alessandro,Amato,1972,10,22,M,Torino,10122,TO,Piemonte,Disoccupato,Diploma,Coniugato_a,0822063769,alessandro.amato71@gmail.com,13,<15k
3002,MRNFNC04B08L219,Francesco,Marini,2004,2,8,M,Torino,10121,TO,Piemonte,Studente,Laurea_Triennale,Celibe_Nubile,0982232500,francesco.marini96@gmail.com,26,15k-30k
2722,GLLRRT61D48F205,Roberta,Gallo,1961,4,8,F,Milano,20123,MI,Lombardia,Disoccupato,Licenza_Media,Vedovo_a,0541317359,roberta.gallo30@gmail.com,11,<15k
50,RSSRRT56R10H703,Roberto,Russo,1956,10,10,M,Salerno,84125,SA,Campania,Pensionato,Diploma,Coniugato_a,0201028177,roberto.russo89@gmail.com,43,30k-50k
5140,SNTCST98C47F205,Cristina,Santoro,1998,3,7,F,Milano,20125,MI,Lombardia,Disoccupato,Diploma,Celibe_Nubile,0794747893,cristina.santoro54@gmail.com,9,<15k
2338,PLLRCR94B28F839,Riccardo,Pellegrini,1994,2,28,M,Napoli,80122,NA,Campania,Dirigente,Laurea_Magistrale,Coniugato_a,0631575506,riccardo.pellegrini83@gmail.com,98,>50k
245,VTLPLA68T06H501,Paolo,Vitale,1968,12,6,M,Roma,00100,RM,Lazio,Pensionato,Licenza_Media,Separato_a,0301791158,paolo.vitale49@libero.it,19,15k-30k
1539,CPPCRL50T20L219,Carlo,Coppola,1950,12,20,M,Torino,10122,TO,Piemonte,Pensionato,Diploma,Vedovo_a,0285194982,carlo.coppola3@libero.it,37,30k-50k
